ra,dec,type,const,mag,name,rarad,decrad,id,r1,r2,angle,dso_source,id1,cat1,id2,cat2,dupid,dupcat,display_mag
10.8376,-5.75553,Gxy,-,15.95,,2.83729,-0.100453,174839,0.76,0.28,94.3,3,182430,PGC,,,,,
10.903,-15.023,Gxy,-,15.63,,2.85441,-0.262201,174840,0.69,0.49,175.5,3,182452,PGC,,,,,
11.0469,-46.8975,Gxy,-,15.69,,2.89208,-0.818516,174841,0.81,0.46,40.5,3,182481,PGC,,,,,
11.0576,-46.963,Gxy,-,15.93,,2.89489,-0.819659,174842,0.71,0.59,46,3,182485,PGC,,,,,
11.1969,-7.52631,Gxy,-,15.67,,2.93135,-0.131359,174843,0.81,0.51,173.5,3,182492,PGC,,,,,
11.199,-13.6605,Gxy,-,15.88,,2.9319,-0.238421,174844,0.76,0.26,29,3,182495,PGC,,,,,
10.8185,-15.6359,Gxy,-,15.89,,2.83228,-0.272898,174845,0.59,0.36,43,3,182385,PGC,,,,,
10.8293,-8.74054,Gxy,-,15.87,,2.8351,-0.152551,174846,0.55,0.32,62.3,3,182413,PGC,,,,,
10.7352,-16.4486,Gxy,-,15.87,,2.81046,-0.287082,174847,,,175,3,182313,PGC,,,,,
10.7442,-5.32789,Gxy,-,15.82,,2.81282,-0.0929892,174848,,,155,3,182335,PGC,,,,,
10.0694,-41.621,Gxy,-,15.99,,2.63616,-0.726424,174849,0.5,0.44,14,3,182126,PGC,,,,,
10.0897,-34.3425,Gxy,-,15.97,,2.64148,-0.59939,174850,0.72,0.42,172,3,182147,PGC,,,,,
10.4767,-33.5118,Gxy,-,15.84,,2.7428,-0.584892,174851,,,140,3,182254,PGC,,,,,
10.0389,-26.2333,Gxy,-,15.74,,2.62818,-0.457858,174852,,,35,3,182084,PGC,,,,,
10.0442,-5.15083,Gxy,-,15.78,,2.62955,-0.0898989,174853,0.62,0.43,51.1,3,182101,PGC,,,,,
10.0461,-16.2736,Gxy,-,15.57,,2.63006,-0.284029,174854,,,115,3,182105,PGC,,,,,
10.0508,-17.8266,Gxy,-,15.29,,2.63129,-0.311134,174855,0.66,0.52,33,3,182117,PGC,,,,,
10.0511,-15.1666,Gxy,-,15.24,,2.63137,-0.264708,174856,0.79,0.63,149,3,182119,PGC,,,,,
9.9477,-15.3976,Gxy,-,15.81,,2.6043,-0.268739,174857,0.66,0.6,,3,182003,PGC,,,,,
9.9483,-27.8646,Gxy,-,15.96,,2.60446,-0.48633,174858,0.65,0.28,122.3,3,182006,PGC,,,,,
9.99122,-19.0475,Gxy,-,15.6,,2.6157,-0.332441,174859,,,5,3,182057,PGC,,,,,
10.0291,-6.08425,Gxy,-,15.91,,2.62562,-0.10619,174860,0.59,0.34,49,3,182069,PGC,,,,,
10.0333,-16.0581,Gxy,-,15.93,,2.6267,-0.280267,174861,0.59,0.48,120.5,3,182077,PGC,,,,,
9.94041,-26.6707,Gxy,-,15.87,,2.60239,-0.465491,174862,0.71,0.44,57.5,3,181975,PGC,,,,,
9.94114,-5.65507,Gxy,-,15.71,,2.60258,-0.0986996,174863,0.76,0.41,172.5,3,181978,PGC,,,,,
9.94287,-13.2644,Gxy,-,15.92,,2.60304,-0.231507,174864,0.95,0.3,158,3,181988,PGC,,,,,
9.92976,-12.7963,Gxy,-,15.72,,2.59961,-0.223338,174865,0.56,0.5,81.5,3,181921,PGC,,,,,
9.93416,-27.1838,Gxy,-,15.75,,2.60076,-0.474446,174866,0.95,0.22,40.3,3,181938,PGC,,,,,
9.93569,-9.36986,Gxy,-,15.63,,2.60116,-0.163535,174867,0.87,0.42,80.5,3,181943,PGC,,,,,
9.93616,-9.39736,Gxy,-,15.89,,2.60128,-0.164015,174868,0.69,0.51,131.5,3,181946,PGC,,,,,
9.93662,-9.46904,Gxy,-,15.79,,2.6014,-0.165266,174869,1.15,0.3,104.5,3,181950,PGC,,,,,
9.91239,-8.46369,Gxy,-,15.26,,2.59506,-0.147719,174870,0.81,0.48,71,3,181867,PGC,,,,,
9.92323,-12.9102,Gxy,-,15.72,,2.5979,-0.225325,174871,0.62,0.5,10.5,3,181898,PGC,,,,,
9.92946,-13.5201,Gxy,-,15.82,,2.59953,-0.23597,174872,0.65,0.37,69,3,181917,PGC,,,,,
9.92969,-25.9036,Gxy,-,15.76,,2.59959,-0.452103,174873,,,105,3,181920,PGC,,,,,
9.8545,-6.63479,Gxy,-,15.81,,2.5799,-0.115799,174874,0.87,0.55,,3,181841,PGC,,,,,
9.85529,-6.04898,Gxy,-,15.91,,2.58011,-0.105575,174875,0.58,0.51,128.6,3,181842,PGC,,,,,
9.85806,-11.6713,Gxy,-,15.78,,2.58083,-0.203702,174876,0.85,0.64,,3,181848,PGC,,,,,
9.90869,-14.4647,Gxy,-,15.65,,2.59409,-0.252456,174877,0.66,0.43,60,3,181863,PGC,,,,,
9.33433,-29.5206,Gxy,-,15.92,,2.44372,-0.515231,174878,0.95,0.23,133.7,3,181756,PGC,,,,,
9.49544,-29.5907,Gxy,-,15.81,,2.4859,-0.516455,174879,0.68,0.58,162.5,3,181783,PGC,,,,,
9.58284,-11.0891,Gxy,-,15.68,,2.50878,-0.19354,174880,0.69,0.37,152.5,3,181796,PGC,,,,,
9.71487,-26.4744,Gxy,-,15.22,,2.54335,-0.462066,174881,0.89,0.62,155,3,181803,PGC,,,,,
9.71545,-20.9214,Gxy,-,15.95,,2.5435,-0.365148,174882,,,65,3,181805,PGC,,,,,
9.06057,-9.20282,Gxy,-,15.91,,2.37205,-0.160619,174883,0.89,0.35,129,3,181561,PGC,,,,,
9.06257,-4.37405,Gxy,-,15.32,,2.37258,-0.0763416,174884,1.17,0.38,177.5,3,181564,PGC,,,,,
9.19275,-20.7739,Gxy,-,15.96,,2.40666,-0.362573,174885,,,50,3,181613,PGC,,,,,
9.1963,-5.37485,Gxy,-,15.53,,2.40759,-0.0938088,174886,1.05,0.28,52.7,3,181621,PGC,,,,,
9.19671,-14.4613,Gxy,-,15.77,,2.40769,-0.252397,174887,0.68,0.44,70.5,3,181625,PGC,,,,,
8.75262,-11.0745,Gxy,-,15.04,,2.29143,-0.193286,174888,0.85,0.59,51.3,3,181313,PGC,,,,,
8.75907,-10.737,Gxy,-,15.93,,2.29312,-0.187396,174889,0.58,0.53,,3,181462,PGC,,,,,
8.76156,-9.93641,Gxy,-,15.96,,2.29377,-0.173423,174890,0.66,0.34,34,3,181503,PGC,,,,,
8.76598,-9.23164,Gxy,-,15.87,,2.29493,-0.161123,174891,0.68,0.38,163.5,3,181520,PGC,,,,,
8.76602,-13.8862,Gxy,-,15.73,,2.29494,-0.242359,174892,0.56,0.44,,3,181521,PGC,,,,,
8.76998,-12.0245,Gxy,-,15.03,,2.29598,-0.209867,174893,0.78,0.58,45.5,3,181524,PGC,,,,,
9.03551,-10.7435,Gxy,-,15.93,,2.36549,-0.18751,174894,0.6,0.49,74,3,181550,PGC,,,,,
8.65035,-1.95388,Gxy,-,15.81,,2.26466,-0.0341016,174895,0.5,0.41,50.5,3,181029,PGC,,,,,
8.7419,-8.71981,Gxy,-,15.94,,2.28862,-0.152189,174896,0.69,0.42,43,3,181116,PGC,,,,,
8.7428,-5.70341,Gxy,-,15.4,,2.28886,-0.0995433,174897,1.1,0.47,172.5,3,181122,PGC,,,,,
8.7455,-5.47462,Gxy,-,15.54,,2.28957,-0.0955501,174898,1.07,0.78,157.5,3,181124,PGC,,,,,
8.74797,-10.0164,Gxy,-,15.65,,2.29021,-0.17482,174899,0.71,0.65,,3,181134,PGC,,,,,
8.59501,-8.538,Gxy,-,15.89,,2.25017,-0.149016,174900,0.71,0.27,175,3,180938,PGC,,,,,
8.59545,-12.2029,Gxy,-,15.91,,2.25028,-0.212981,174901,,,150,3,180944,PGC,,,,,
8.59872,-11.5014,Gxy,-,15.68,,2.25114,-0.200737,174902,0.63,0.4,114,3,180957,PGC,,,,,
8.41644,-11.5464,Gxy,-,15.94,,2.20342,-0.201523,174903,0.79,0.42,41,3,180845,PGC,,,,,
8.42208,-1.13473,Gxy,-,15.96,,2.2049,-0.0198048,174904,0.63,0.41,153,3,180860,PGC,,,,,
8.39503,-10.7794,Gxy,-,15.9,,2.19781,-0.188135,174905,0.6,0.39,12.5,3,180734,PGC,,,,,
8.40226,-16.044,Gxy,-,15.65,,2.19971,-0.280021,174906,0.71,0.47,123.9,3,180778,PGC,,,,,
8.40251,-3.77142,Gxy,-,15.7,,2.19977,-0.0658237,174907,0.65,0.52,68.5,3,180779,PGC,,,,,
8.07045,-5.95251,Gxy,-,15.87,,2.11284,-0.103891,174908,0.95,0.66,15.5,3,180463,PGC,,,,,
8.32171,-4.26964,Gxy,-,15.99,,2.17862,-0.0745193,174909,0.58,0.4,44.6,3,180683,PGC,,,,,
8.32291,-9.48131,Gxy,-,15.98,,2.17893,-0.16548,174910,0.6,0.51,79,3,180685,PGC,,,,,
7.97907,-50.8595,Gxy,-,15.69,,2.08892,-0.887666,174911,0.68,0.62,,3,180413,PGC,,,,,
6.72321,-31.1343,Gxy,-,15.35,,1.76013,-0.543396,174912,0.72,0.46,123.3,3,179772,PGC,,,,,
6.96248,-70.558,Gxy,-,15.67,,1.82277,-1.23147,174913,0.89,0.39,88.5,3,179807,PGC,,,,,
6.97563,-68.0111,Gxy,-,15.37,,1.82622,-1.18702,174914,0.72,0.36,37.7,3,179821,PGC,,,,,
6.99249,-68.1672,Gxy,-,15.41,,1.83063,-1.18974,174915,0.62,0.39,46.7,3,179838,PGC,,,,,
6.9973,-70.161,Gxy,-,15.9,,1.83189,-1.22454,174916,0.55,0.27,46,3,179840,PGC,,,,,
7.27553,-59.5825,Gxy,-,15.1,,1.90473,-1.03991,174917,0.87,0.6,49,3,179924,PGC,,,,,
6.68649,-36.9529,Gxy,-,15.98,,1.75052,-0.644949,174918,0.59,0.48,175.6,3,179732,PGC,,,,,
6.68887,-42.6405,Gxy,-,15.64,,1.75114,-0.744218,174919,0.56,0.42,48,3,179737,PGC,,,,,
6.66752,-45.7945,Gxy,-,15.31,,1.74555,-0.799264,174920,0.72,0.66,,3,179689,PGC,,,,,
6.67373,-53.1047,Gxy,-,15.7,,1.74718,-0.926852,174921,0.93,0.21,173.3,3,179704,PGC,,,,,
6.68337,-55.3897,Gxy,-,15.55,,1.7497,-0.966732,174922,0.66,0.59,,3,179722,PGC,,,,,
6.63511,-35.8578,Gxy,-,15.66,,1.73707,-0.625836,174923,0.66,0.42,165.7,3,179622,PGC,,,,,
6.63516,-46.9074,Gxy,-,15.88,,1.73708,-0.818689,174924,0.54,0.48,35.3,3,179623,PGC,,,,,
6.64244,-34.1499,Gxy,-,15.87,,1.73899,-0.596029,174925,0.81,0.63,22,3,179654,PGC,,,,,
6.56523,-73.8411,Gxy,-,15.89,,1.71877,-1.28877,174926,0.59,0.48,23,3,179583,PGC,,,,,
6.5748,-58.7308,Gxy,-,15.91,,1.72128,-1.02505,174927,0.65,0.42,135.5,3,179589,PGC,,,,,
6.60829,-58.0104,Gxy,-,15.68,,1.73005,-1.01247,174928,0.72,0.39,2.5,3,179606,PGC,,,,,
6.45186,-60.4928,Gxy,-,15.75,,1.68909,-1.0558,174929,0.63,0.35,132.3,3,179469,PGC,,,,,
6.47802,-58.9357,Gxy,-,15.74,,1.69594,-1.02862,174930,0.62,0.45,89.8,3,179488,PGC,,,,,
6.49312,-66.2683,Gxy,-,15.95,,1.69989,-1.1566,174931,0.51,0.33,124,3,179503,PGC,,,,,
6.51182,-74.2827,Gxy,-,15.36,,1.70479,-1.29648,174932,0.78,0.62,76.5,3,179538,PGC,,,,,
6.41155,-43.1213,Gxy,-,15.93,,1.67854,-0.752609,174933,0.56,0.48,43.5,3,179384,PGC,,,,,
6.41236,-23.1343,Gxy,-,15.7,,1.67875,-0.403769,174934,,,75,3,179392,PGC,,,,,
6.404,-40.6788,Gxy,-,15.46,,1.67656,-0.709979,174935,0.95,0.6,30.5,3,179275,PGC,,,,,
6.31113,-71.625,Gxy,-,15.1,,1.65225,-1.25009,174936,0.69,0.57,179.5,3,179093,PGC,,,,,
6.35841,-51.043,Gxy,-,15.45,,1.66463,-0.890868,174937,0.68,0.53,148,3,179158,PGC,,,,,
6.16404,-64.4049,Gxy,-,15.85,,1.61374,-1.12408,174938,0.72,0.27,6.2,3,179043,PGC,,,,,
6.18538,-66.3241,Gxy,-,15.87,,1.61933,-1.15757,174939,0.59,0.28,68.3,3,179062,PGC,,,,,
6.28977,-64.0637,Gxy,-,15.16,,1.64666,-1.11812,174940,0.74,0.54,,3,179074,PGC,,,,,
6.14188,-35.6125,Gxy,-,15.55,,1.60794,-0.621556,174941,0.83,0.57,179.5,3,178994,PGC,,,,,
6.14729,-17.4658,Gxy,-,15.79,,1.60936,-0.304835,174942,1.15,0.25,54.7,3,179018,PGC,,,,,
6.05211,-63.8347,Gxy,-,15.69,,1.58444,-1.11413,174943,0.78,0.32,11.5,3,178865,PGC,,,,,
6.05747,-72.8097,Gxy,-,15.48,,1.58584,-1.27077,174944,0.63,0.47,99.5,3,178870,PGC,,,,,
6.12184,-49.9849,Gxy,-,15.97,,1.60269,-0.872402,174945,0.63,0.43,164.7,3,178953,PGC,,,,,
5.99798,-47.5183,Gxy,-,15.52,,1.57027,-0.829351,174946,0.87,0.49,3.4,3,178810,PGC,,,,,
5.99995,-45.8739,Gxy,-,15.72,,1.57078,-0.80065,174947,0.74,0.57,48,3,178820,PGC,,,,,
6.00095,-43.4888,Gxy,-,15.77,,1.57105,-0.759023,174948,0.65,0.42,57,3,178828,PGC,,,,,
6.00615,-38.8983,Gxy,-,15.44,,1.57241,-0.678903,174949,0.91,0.55,149.6,3,178843,PGC,,,,,
5.96627,-29.35,Gxy,-,15.66,,1.56197,-0.512254,174950,0.78,0.55,89.3,3,178751,PGC,,,,,
5.96681,-37.2721,Gxy,-,15.39,,1.56211,-0.650521,174951,0.72,0.46,123.5,3,178753,PGC,,,,,
5.96823,-38.3257,Gxy,-,14.94,,1.56248,-0.66891,174952,0.81,0.69,86.9,3,178757,PGC,,,,,
5.96824,-34.1095,Gxy,-,15.62,,1.56248,-0.595322,174953,0.6,0.51,44,3,178758,PGC,,,,,
5.96849,-30.8337,Gxy,-,15.82,,1.56255,-0.53815,174954,0.55,0.43,114.2,3,178759,PGC,,,,,
5.96888,-41.239,Gxy,-,15.95,,1.56265,-0.719756,174955,0.55,0.5,,3,178760,PGC,,,,,
5.969,-42.8344,Gxy,-,15.75,,1.56268,-0.747601,174956,0.83,0.38,79,3,178761,PGC,,,,,
5.97393,-58.7408,Gxy,-,15.77,,1.56397,-1.02522,174957,0.59,0.36,155,3,178768,PGC,,,,,
5.97619,-37.7461,Gxy,-,15.82,,1.56456,-0.658793,174958,0.66,0.49,9,3,178774,PGC,,,,,
5.91895,-23.3345,Gxy,-,15.67,,1.54958,-0.407264,174959,,,135,3,178669,PGC,,,,,
5.92376,-14.0422,Gxy,-,15.72,,1.55084,-0.245082,174960,0.87,0.38,47.3,3,178676,PGC,,,,,
5.92477,-24.7302,Gxy,-,15.92,,1.5511,-0.431623,174961,0.65,0.47,51,3,178678,PGC,,,,,
5.92944,-61.4549,Gxy,-,15.12,,1.55232,-1.07259,174962,0.78,0.62,11,3,178681,PGC,,,,,
5.94026,-21.9808,Gxy,-,15.66,,1.55516,-0.383637,174963,0.85,0.56,61.2,3,178703,PGC,,,,,
5.94825,-22.0097,Gxy,-,15.66,,1.55725,-0.384141,174964,0.72,0.55,75.9,3,178739,PGC,,,,,
5.58253,-17.6054,Gxy,-,15.64,,1.4615,-0.307272,174965,0.63,0.36,81.7,3,178600,PGC,,,,,
5.65189,-26.1803,Gxy,-,15.57,,1.47966,-0.456933,174966,0.71,0.5,69.1,3,178624,PGC,,,,,
5.65228,-26.3453,Gxy,-,15.84,,1.47976,-0.459813,174967,0.62,0.44,0.5,3,178625,PGC,,,,,
5.65308,-23.5389,Gxy,-,15,,1.47997,-0.410832,174968,0.83,0.59,93.7,3,178627,PGC,,,,,
5.44914,-6.82523,Gxy,-,15.89,,1.42658,-0.119123,174969,0.56,0.43,87.7,3,178312,PGC,,,,,
5.45119,-12.2712,Gxy,-,15.97,,1.42712,-0.214173,174970,0.87,0.32,157,3,178399,PGC,,,,,
5.45322,-26.6183,Gxy,-,15.87,,1.42765,-0.464577,174971,0.55,0.42,158.7,3,178441,PGC,,,,,
5.44191,-18.9282,Gxy,-,15.96,,1.42469,-0.330359,174972,0.47,0.34,137.5,3,178256,PGC,,,,,
5.44491,-14.9633,Gxy,-,15.96,,1.42547,-0.261159,174973,0.71,0.33,39,3,178267,PGC,,,,,
5.10061,-17.0541,Gxy,-,15.94,,1.33534,-0.297651,174974,0.46,0.36,34.5,3,178140,PGC,,,,,
5.10362,-0.40993,Gxy,-,15.66,,1.33612,-0.0071546,174975,0.66,0.55,138,3,178146,PGC,,,,,
5.38414,-17.2849,Gxy,-,15.7,,1.40956,-0.301678,174976,0.89,0.44,54,3,178189,PGC,,,,,
5.38569,-18.9144,Gxy,-,15.77,,1.40997,-0.330118,174977,0.56,0.39,161.5,3,178193,PGC,,,,,
5.38574,-8.06339,Gxy,-,15.88,,1.40998,-0.140733,174978,0.91,0.24,174.5,3,178194,PGC,,,,,
5.01425,-52.9516,Gxy,-,15.59,,1.31273,-0.92418,174979,0.66,0.46,127,3,178067,PGC,,,,,
5.06902,-41.7128,Gxy,-,15.96,,1.32707,-0.728026,174980,0.63,0.37,48.6,3,178096,PGC,,,,,
5.09343,-24.3314,Gxy,-,15.63,,1.33346,-0.424663,174981,0.81,0.56,133.5,3,178124,PGC,,,,,
5.09441,-23.747,Gxy,-,15.88,,1.33371,-0.414463,174982,0.68,0.45,,3,178127,PGC,,,,,
4.97829,-7.65779,Gxy,-,15.63,,1.30331,-0.133654,174983,0.68,0.53,23.5,3,178026,PGC,,,,,
4.98041,-1.05308,Gxy,-,15.84,,1.30387,-0.0183797,174984,0.71,0.32,55.3,3,178034,PGC,,,,,
4.98064,-11.0814,Gxy,-,15.8,,1.30393,-0.193406,174985,1,0.22,165.3,3,178035,PGC,,,,,
4.99667,-62.1234,Gxy,-,15.74,,1.30813,-1.08426,174986,0.63,0.4,63,3,178059,PGC,,,,,
4.87261,-62.573,Gxy,-,15.8,,1.27565,-1.09211,174987,0.56,0.48,166.5,3,177960,PGC,,,,,
1.0565,-10.8535,Gxy,-,15.36,,0.276591,-0.189429,174988,0.78,0.55,160.8,3,3098159,PGC,,,,,
4.97281,-5.66582,Gxy,-,15.76,,1.30188,-0.0988872,174989,0.55,0.26,114,3,178009,PGC,,,,,
4.84162,-61.5436,Gxy,-,15.9,,1.26753,-1.07414,174990,0.81,0.26,29.5,3,177911,PGC,,,,,
4.84806,-62.6485,Gxy,-,15.59,,1.26922,-1.09342,174991,0.58,0.44,51.7,3,177920,PGC,,,,,
4.84982,-54.8797,Gxy,-,15.76,,1.26968,-0.957831,174992,0.59,0.47,33.7,3,177927,PGC,,,,,
4.75404,-71.0143,Gxy,-,15.63,,1.2446,-1.23943,174993,0.63,0.31,103.5,3,177823,PGC,,,,,
4.7586,-48.2419,Gxy,-,15.98,,1.2458,-0.84198,174994,0.63,0.3,109,3,177835,PGC,,,,,
4.75886,-54.5735,Gxy,-,15.41,,1.24587,-0.952487,174995,0.85,0.51,170.7,3,177836,PGC,,,,,
4.76098,-66.9947,Gxy,-,15.8,,1.24642,-1.16928,174996,0.72,0.28,157,3,177846,PGC,,,,,
4.7764,-57.7998,Gxy,-,15.62,,1.25046,-1.0088,174997,0.68,0.44,83.3,3,177876,PGC,,,,,
4.73601,-53.615,Gxy,-,15.7,,1.23988,-0.935758,174998,0.66,0.32,131.7,3,177765,PGC,,,,,
4.74555,-53.9276,Gxy,-,15.69,,1.24238,-0.941215,174999,0.65,0.39,176,3,177797,PGC,,,,,
4.69997,-66.5686,Gxy,-,15.68,,1.23045,-1.16184,175000,0.89,0.22,130,3,177701,PGC,,,,,
4.72025,-15.7027,Gxy,-,15.43,,1.23576,-0.274065,175001,0.91,0.63,151.5,3,177716,PGC,,,,,
4.72218,-64.7367,Gxy,-,15.95,,1.23626,-1.12987,175002,0.51,0.35,126.4,3,177724,PGC,,,,,
4.72323,-8.37198,Gxy,-,15.7,,1.23654,-0.146119,175003,0.85,0.56,170,3,177731,PGC,,,,,
4.63995,-9.76783,Gxy,-,15.68,,1.21474,-0.170481,175004,0.66,0.49,151.8,3,177611,PGC,,,,,
4.65067,-2.35173,Gxy,-,15.63,,1.21754,-0.0410454,175005,0.66,0.35,132.7,3,177642,PGC,,,,,
4.56097,-7.96514,Gxy,-,15.99,,1.19406,-0.139018,175006,0.69,0.26,88.7,3,177576,PGC,,,,,
4.5636,-5.09722,Gxy,-,15.59,,1.19475,-0.0889633,175007,1.17,0.26,175.3,3,177585,PGC,,,,,
4.56729,-10.5223,Gxy,-,15.81,,1.19571,-0.183649,175008,0.79,0.41,69.5,3,177595,PGC,,,,,
4.53054,-63.2563,Gxy,-,15.46,,1.18609,-1.10403,175009,1.02,0.33,105,3,177500,PGC,,,,,
4.53412,-69.4165,Gxy,-,15.94,,1.18703,-1.21155,175010,0.87,0.4,119,3,177531,PGC,,,,,
4.53433,-6.34359,Gxy,-,15.69,,1.18708,-0.110716,175011,0.83,0.42,1.3,3,177532,PGC,,,,,
4.53611,-10.6438,Gxy,-,15.98,,1.18755,-0.185769,175012,0.65,0.45,139,3,177544,PGC,,,,,
4.5381,-10.3694,Gxy,-,15.75,,1.18807,-0.18098,175013,0.68,0.33,115.3,3,177557,PGC,,,,,
4.54018,-10.545,Gxy,-,15.97,,1.18862,-0.184044,175014,0.69,0.42,54.3,3,177563,PGC,,,,,
4.51453,-13.3616,Gxy,-,15.47,,1.1819,-0.233204,175015,1,0.26,149,3,177377,PGC,,,,,
4.51582,-12.0159,Gxy,-,15.71,,1.18224,-0.209716,175016,0.59,0.54,86.5,3,177381,PGC,,,,,
4.51634,-11.7532,Gxy,-,15.64,,1.18237,-0.205132,175017,0.79,0.33,75.7,3,177386,PGC,,,,,
4.50117,-5.00994,Gxy,-,15.32,,1.1784,-0.0874399,175018,0.98,0.45,30.3,3,177340,PGC,,,,,
4.50181,-9.2178,Gxy,-,15.76,,1.17857,-0.160881,175019,0.56,0.48,36,3,177343,PGC,,,,,
4.51252,-12.6273,Gxy,-,15.95,,1.18138,-0.220388,175020,0.62,0.43,88.1,3,177374,PGC,,,,,
4.4738,-10.7161,Gxy,-,15.24,,1.17124,-0.18703,175021,0.68,0.48,0.7,3,177276,PGC,,,,,
4.49152,-36.7482,Gxy,-,15.47,,1.17588,-0.641378,175022,0.56,0.5,81,3,177297,PGC,,,,,
4.49325,-9.36751,Gxy,-,15.83,,1.17633,-0.163494,175023,0.78,0.62,85.5,3,177302,PGC,,,,,
4.42281,-7.31028,Gxy,-,15.74,,1.15789,-0.127588,175024,0.66,0.45,144.7,3,177226,PGC,,,,,
4.46647,-14.3393,Gxy,-,15.56,,1.16932,-0.250269,175025,0.69,0.41,,3,177249,PGC,,,,,
4.46682,-62.8452,Gxy,-,15.71,,1.16941,-1.09686,175026,0.85,0.31,131.7,3,177251,PGC,,,,,
4.46956,-11.5764,Gxy,-,15.62,,1.17013,-0.202047,175027,0.83,0.55,39.5,3,177259,PGC,,,,,
4.3421,-64.768,Gxy,-,15.84,,1.13676,-1.13041,175028,0.56,0.42,,3,177170,PGC,,,,,
4.34297,-63.9555,Gxy,-,15.96,,1.13699,-1.11623,175029,0.54,0.53,,3,177171,PGC,,,,,
4.35062,-46.9191,Gxy,-,15.89,,1.13899,-0.818892,175030,0.69,0.37,96.3,3,177177,PGC,,,,,
4.35298,-46.0637,Gxy,-,15.99,,1.13961,-0.803964,175031,0.62,0.5,67.1,3,177183,PGC,,,,,
4.42018,-16.402,Gxy,-,15.36,,1.1572,-0.286269,175032,0.83,0.4,74.5,3,177222,PGC,,,,,
4.17781,-68.0535,Gxy,-,15.38,,1.09375,-1.18776,175033,0.76,0.43,90.5,3,177056,PGC,,,,,
4.20673,-64.013,Gxy,-,15.27,,1.10132,-1.11724,175034,,,0,3,177091,PGC,,,,,
4.32344,-67.5581,Gxy,-,15.59,,1.13187,-1.17911,175035,0.85,0.31,23,3,177154,PGC,,,,,
4.10267,-69.1235,Gxy,-,15.97,,1.07408,-1.20643,175036,0.49,0.33,179,3,176886,PGC,,,,,
4.13566,-31.053,Gxy,-,15.99,,1.08271,-0.541978,175037,0.63,0.44,169,3,176950,PGC,,,,,
4.04142,-44.0653,Gxy,-,15.91,,1.05804,-0.769085,175038,0.54,0.47,4.5,3,176853,PGC,,,,,
4.08723,-68.5273,Gxy,-,15.84,,1.07003,-1.19603,175039,0.76,0.29,74,3,176881,PGC,,,,,
4.09334,-69.2024,Gxy,-,15.82,,1.07163,-1.20781,175040,0.69,0.48,157,3,176883,PGC,,,,,
4.09975,-64.6838,Gxy,-,15.74,,1.07331,-1.12895,175041,0.55,0.5,,3,176885,PGC,,,,,
4.00529,-62.6921,Gxy,-,15.71,,1.04858,-1.09418,175042,0.56,0.42,39.8,3,176819,PGC,,,,,
4.01511,-66.6763,Gxy,-,15.53,,1.05115,-1.16372,175043,0.95,0.26,113,3,176825,PGC,,,,,
4.02401,-66.5673,Gxy,-,15.81,,1.05348,-1.16182,175044,0.6,0.33,120,3,176828,PGC,,,,,
3.92862,-71.9034,Gxy,-,15.72,,1.02851,-1.25495,175045,0.56,0.49,173.5,3,176746,PGC,,,,,
3.823,-13.6495,Gxy,-,15.94,,1.00086,-0.238228,175046,0.85,0.43,5.2,3,176657,PGC,,,,,
3.84923,-8.43947,Gxy,-,15.98,,1.00773,-0.147297,175047,0.59,0.55,,3,176681,PGC,,,,,
3.84993,-8.94825,Gxy,-,15.89,,1.00791,-0.156176,175048,0.83,0.41,170.3,3,176683,PGC,,,,,
3.89885,-63.3059,Gxy,-,15.98,,1.02072,-1.1049,175049,0.91,0.37,36,3,176691,PGC,,,,,
3.79373,-8.73188,Gxy,-,15.73,,0.993196,-0.1524,175050,0.69,0.47,119.3,3,176624,PGC,,,,,
3.69351,-66.5736,Gxy,-,15.35,,0.966959,-1.16193,175051,0.78,0.47,95.8,3,176547,PGC,,,,,
3.61203,-9.76606,Gxy,-,15.98,,0.945627,-0.17045,175052,0.72,0.36,63.3,3,176454,PGC,,,,,
3.68204,-70.6397,Gxy,-,15.76,,0.963956,-1.2329,175053,0.72,0.5,51.5,3,176514,PGC,,,,,
3.61003,-15.8967,Gxy,-,15.51,,0.945104,-0.277449,175054,0.79,0.7,,3,176450,PGC,,,,,
3.57349,-21.2359,Gxy,-,15.98,,0.935538,-0.370636,175055,0.34,0.29,115.5,3,176348,PGC,,,,,
3.57899,-4.39989,Gxy,-,15.5,,0.936977,-0.0767926,175056,0.58,0.48,116.1,3,176372,PGC,,,,,
3.46844,-12.4778,Gxy,-,15.76,,0.908036,-0.21778,175057,0.56,0.44,40.5,3,176234,PGC,,,,,
3.55777,-71.6634,Gxy,-,15.83,,0.931422,-1.25076,175058,0.58,0.38,177.5,3,176300,PGC,,,,,
3.44533,-0.76944,Gxy,-,15.9,,0.901985,-0.0134293,175059,0.63,0.48,82.7,3,176185,PGC,,,,,
3.31076,-43.2644,Gxy,-,15.02,,0.866755,-0.755105,175060,0.83,0.54,68.5,3,176098,PGC,,,,,
3.13107,-69.964,Gxy,-,15.95,,0.819712,-1.2211,175061,0.49,0.31,36.5,3,175906,PGC,,,,,
3.23486,-8.45691,Gxy,-,15.74,,0.846884,-0.147601,175062,0.81,0.43,97,3,175978,PGC,,,,,
3.10805,-10.3662,Gxy,-,15.86,,0.813686,-0.180924,175063,0.54,0.35,94.5,3,175854,PGC,,,,,
